objectid,name,address,lng,lat,type_,subtype_,source,verified,exisitng,contact,website,comment_,city,state,zip
327,Vista Hermosa Gardens,1590 E. 114th Street,-118.24652603000,33.93108718000,Community Garden,,Community Garden Database,Verified,null,Lucil Hooper 323-566-9850,,,Los Angeles,CA,90059
328,Green Valley Wholesale Nursery,11205 Victory Blvd,-118.37495123000,34.18672855000,Nursery,,Nursery Database,Verified,null,,,,North Hollywood,CA,91606
329,Wattles Farm,1714 N. Curson Avenue,-118.35501155000,34.10199105000,Community Garden,,Community Garden Database,Verified,null,Toby Leaman 323-663-7441 admin@wattlesfarm.com,,,Los Angeles,CA,90046
330,"Green View Nursery, Incorporated",18590 Lassen Street,-118.53769966000,34.24997358000,Nursery,,Nursery Database,Verified,null,,,,Northridge,CA,91324
331,Greenlee And Associates,160 East Franklin Avenue,-117.74865868000,34.04055287000,Nursery,,Nursery Database,Verified,null,,,,Pomona,CA,91766
332,Trend Community Garden,43100 North Alexo Drive,-118.19634712000,34.66232162000,Community Garden,,Community Garden Database,Verified,null,,,,Lancaster,CA,93536
333,Green Arrow Nursery,8845 Sepulveda,-118.44633988000,34.20237410000,Nursery,,Nursery Database,Verified,null,,,,Sepulveda,CA,91405
334,Union Avenue/Cesar Chavez Community Garden,1136 S. Union Avenue,-118.27568369000,34.04670333000,Community Garden,,Community Garden Database,Verified,null,Patty Gastelum 213-381-3747 pattygastelum@yahoo.com,,,Los Angeles,CA,90015
335,Ujima Farm Project,941 E. 126th Street,-118.25828597000,33.91884807000,Community Garden,,Community Garden Database,Verified,null,,,,Los Angeles,CA,90059
336,Green Leaf Nursery,10490 Washington Boulevard,-118.08195322000,33.97488629000,Nursery,,Nursery Database,Verified,null,,,,Whittier,CA,90606
337,Grower Gallo Nursery,15410 E. Gale Ave,-117.97133718000,34.01337411000,Nursery,,Nursery Database,Verified,null,,,,Hacienda Heights,CA,91745
338,Guy B. Wrinkle Exotic Plants,2140 Warmlands Avenue,-117.21856887000,33.23267362000,Nursery,,Nursery Database,Rejected,null,,,,Vista,CA,92084
339,"H And H Nursery, Incorporated",6220 Lakewood Boulevard,-118.14243633000,33.86807966000,Nursery,,Nursery Database,Verified,null,,,,Lakewood,CA,90712
340,Fox & Laurel Park And Community Garden,14353 Fox Street,-118.44574595000,34.27189824000,Community Garden,,Site Survey,Verified,null,,,,Pacoima,CA,91340
341,Hashimoto Nursery,1935 Sawtelle Boulevard,-118.44422260000,34.04156105000,Nursery,,Nursery Database,Verified,null,,,,West Los Angeles,CA,90025
342,Mc Francis Community Garden,2909 Francis Ave,-118.28941935000,34.05684802000,Community Garden,,Site Survey,Verified,null,,,,Los Angeles,CA,90005
343,Javier'S Nursery,610 East Carson Plaza Drive,-118.26404149000,33.84534377000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90746
344,Unidad Park And Community Garden,1644 Beverly Boulevard,-118.26445040000,34.06399499000,Community Garden,,Site Survey,Verified,null,,,,Los Angeles,CA,90026
345,Javier'S Nursery,920 East 213th Street,-118.25868264000,33.83535046000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90745
346,West Athens Victory Garden,10500 South Normandie,-118.30025356000,33.94100029000,Community Garden,,Site Survey,Verified,null,,,,West Athens,CA,90044
347,Hill Grove Wholesale Nursery,455 Floral Drive,-118.13831887000,34.03821711000,Nursery,,Nursery Database,Verified,null,,,,Monterey Park,CA,91754
348,El Cariso Little Green Fingers Children'S Garden,13100 Hubbard St,-118.41830958000,34.31803880000,Community Garden,,Site Survey,Verified,null,,,,Sylmar,CA,91342
349,Hilltop Nursery,1919 Skyline Vista Drive,-117.93273281000,33.96434999000,Nursery,,Nursery Database,Verified,null,,,,La Habra Heights,CA,90631
350,Mariposa Little Green Fingers Children'S Garden,965 South Mariposa Ave,-118.29898482000,34.05365834000,Community Garden,,Site Survey,Verified,null,,,,Los Angeles,CA,90007
351,Willowbrook Community Garden,644 E. 120th Street,-118.26350866000,33.92369314000,Community Garden,,Community Garden Database,Verified,null,Rose Pinkney 323-757-1184 willowbrookcommunitygarden@gmail.com,,,Los Angeles,CA,90059
352,"Greenshower Nursery, Incorporated",2040 Desire Avenue,-117.89410863000,33.98120225000,Nursery,,Nursery Database,Verified,null,,,,Rowland Heights,CA,91748
353,Winston Smoyer Memorial Community Garden,1006 Clay Court/901 E Mission Rd,-118.11370736000,34.09464675000,Community Garden,,Community Garden Database,Verified,null,Felipe Huizar 626-570-3208 fhuizar.cityofalhambra@gmail.com,,,Alhambra,CA,91801
354,Greenthumb,2481 Lillyvale Avenue,-118.16451286000,34.07646139000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90032
355,Throop Learning Garden,300 S. Los Robles Ave,-118.14132469000,34.14031252000,Community Garden,,Site Survey,Verified,null,,,,Pasadena,CA,91101
356,Greystone Mansion Demonstration Garden,905 Loma Vista Drive,-118.39977732000,34.09228088000,Community Garden,,Site Survey,Verified,null,,,,Beverly Hills,CA,90210
357,Humedo Nursery,10040 Imperial Highway,-118.11237900000,33.91679956000,Nursery,,Nursery Database,Verified,null,,,,Downey,CA,90242
358,Cedar Ridge Community Garden,2105 East Avenue J-8,-118.09228906000,34.68236765000,Community Garden,,Site Survey,Verified,null,,,,Lancaster,CA,93535
359,Huntington Botanical Gardens,1151 Oxford Road,-118.10944980000,34.12764829000,Nursery,,Nursery Database,Verified,null,,,,San Marino,CA,91108
360,Hurtado'S Nursery,9635 Whittier Blvd.,-118.07342362000,33.99659298000,Nursery,,Nursery Database,Verified,null,,,,Pico Rivera,CA,90660
361,Compton Community Organic Garden,1317 S. Long Beach Blvd.,-118.20583056000,33.88444074000,Community Garden,,VFG-LA,Verified,null,,,,Compton,CA,90221
362,"I.T. Nursery, Incorporated",256 East Alondra Boulevard,-118.27193887000,33.88571349000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90248
363,Detroit St. Community Garden,1201 N. Detroit St.,-118.34522213000,34.09267028000,Community Garden,,VFG-LA,Verified,null,,,,West Hollywood,CA,90046
364,Kenyon Landscapes,14899 Chatsworth,-118.45739144000,34.26744610000,Nursery,,Nursery Database,Verified,null,,,,Mission Hills,CA,91345
365,Pasadena Community Garden,721 S. Pasadena Ave.,-118.15412970000,34.13313116000,Community Garden,,VFG-LA,Verified,null,,,,Pasadena,CA,91105
366,Kenyon Landscapes,9816 Burnet Avenue,-118.46300612000,34.24860992000,Nursery,,Nursery Database,Verified,null,,,,Sepulveda,CA,91343
367,Ramona Gardens Community Garden,Lancaster Ave.,-118.19598781000,34.05752755000,Community Garden,,VFG-LA,Verified,null,,,,Los Angeles,CA,90033
368,Santa Monica- Euclid Park Community Garden,1525 Euclid Street,-118.48452047000,34.02151293000,Community Garden,,VFG-LA,Verified,null,,,,Santa Monica,CA,90404
369,Santa Monica- Main Street Community Garden,2300 Main Street,-118.48658478000,34.00479713000,Community Garden,,VFG-LA,Verified,null,,,,Santa Monica,CA,90405
370,Villa-Parke Little Green Fingers Children'S Garden,363 E Villa St,-118.14316674000,34.15418853000,Community Garden,,Site Survey,Verified,null,,,,Pasadena,CA,91101
371,Junior'S Nursery,18810 Hatteras Street,-118.54294216000,34.17709592000,Nursery,,Nursery Database,Verified,null,,,,Tarzana,CA,91335
372,Free-Food Garden At Arroyo Food Co-Op,494 N Wilson Ave.,-118.12813580000,34.15455126000,Community Garden,,Site Survey,Verified,null,,,,Pasadena,CA,91106
373,"Horizon Nursery, Incorporated",9919 Cedardale Avenue,-118.09302476000,33.94948283000,Nursery,,Nursery Database,Verified,null,,,,Santa Fe Springs,CA,90670
374,Fremont Wellness Center Community Garden,7821 S. Avalon Blvd.,-118.26519728000,33.96816788000,Community Garden,,VFG-LA,Verified,null,,,,Los Angeles,CA,90002
375,"Jackson Shrub Supply, Incorporated",11505 Vanowen Street,-118.38259920000,34.19396799000,Nursery,,Nursery Database,Verified,null,,,,North Hollywood,CA,91605
376,Jake'S Nursery,13527 Los Angeles Street,-117.97855991000,34.09209801000,Nursery,,Nursery Database,Verified,null,,,,Baldwin Park,CA,91706
377,"James H. Cowan And Associates, Incorporated",29243 Pacific Coast Highway,-118.81150604000,34.02088472000,Nursery,,Nursery Database,Verified,null,,,,Malibu,CA,90265
378,"Kobata Growers, Incorporated",20300 Figueroa Incorporated,-118.28420329000,33.84731060000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90745
379,"Kobata Growers, Incorporated",17622 Van Ness Avenue,-118.31779627000,33.87079017000,Nursery,,Nursery Database,Verified,null,,,,Torrance,CA,90504
380,Loretta Allison Dba Spade And Seeds,600 W. Palm Street,-118.15785049000,34.20026625000,Nursery,,Nursery Database,Verified,null,,,,Altadena,CA,91001
381,Loretta Allison Dba Spade And Seeds,1038 Montrose Ave,-118.14271788000,34.11503337000,Nursery,,Nursery Database,Verified,null,,,,South Pasadena,CA,91030
382,M And G Gallo Nursery,35740 82nd Street East,-117.98365764000,34.53098020000,Nursery,,Nursery Database,Verified,null,,,,Littlerock,CA,93543
383,"M.B. Nursery And Landscaping, Incorporated",20300 South Figueroa Street,-118.28420329000,33.84731060000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90745
384,"M.B. Nursery And Landscaping, Incorporated",17191 Billings Drive,-118.27194841000,33.87565937000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90746
385,Wlimington Community Garden,East L Street,-118.25291350000,33.78725002000,Community Garden,,VFG-LA,Verified,null,,,,Wilmington,CA,90744
386,Eastwind Community Garden,110 Eastwind Street,-118.46316580000,33.97724530000,Community Garden,,VFG-LA,Verified,null,Peggy Robinson 323-213-9705 Eastwindgardens@gmail.com,,,Marina Del Rey,CA,90292
387,Jorge'S Nursery,100 East Greenleaf Boulevard,-118.22196880000,33.88114000000,Nursery,,Nursery Database,Verified,null,,,,Compton,CA,90220
388,Eastmont Community Garden,701 Hoefner Ave.,-118.14981098000,34.02089055000,Community Garden,,VFG-LA,Verified,null,Laura Torres 213-797-6547 ltorres@lanlt.org,,,Los Angeles,CA,90022
389,Villa Parke Community Garden,363 E. Villa St.,-118.14316674000,34.15418853000,Community Garden,,VFG-LA,Verified,null,,,,Pasadena,CA,91101
390,Fox & Laurel Park Community Garden,14353 Fox St.,-118.44574595000,34.27189824000,Community Garden,,VFG-LA,Verified,null,,,,Pacoima,CA,91340
391,Gaffey Street Gardens,1400 N. Gaffey Street,-118.29223010000,33.75697918000,Community Garden,,VFG-LA,Verified,null,,,,San Pedro,CA,90731
392,Alan Hjelm Community Garden,725 E. Avenue J,-118.14135769000,34.68948467000,Community Garden,,VFG-LA,Verified,null,,,,Lancaster,CA,93534
393,Just Liners,901 Covina Boulevard,-117.82507754000,34.09949756000,Nursery,,Nursery Database,Verified,null,,,,San Dimas,CA,91773
394,Norwalk Community Garden,12719 Studebaker Rd,-118.09934279000,33.91504148000,Community Garden,,VFG-LA,Verified,null,,,,Norwalk,CA,90650
395,Kamdibe'S Backyard Nursery,547 Armitos Place,-117.78795071000,34.02046979000,Nursery,,Nursery Database,Verified,null,,,,Diamond Bar,CA,91765
396,The Growing Experience,750 E. Via Carmelitos,-118.18381247000,33.84763795000,Community Garden,,Community Garden Database,Verified,null,,,,Long Beach,CA,90805
397,Mona Lisa'S,5134 N. Irwindale,-117.93411458000,34.10607971000,Nursery,,Nursery Database,Verified,null,,,,Irwindale,CA,91706
398,A And R Nursery,4128 San Gabriel River Parkway,-118.06853225000,34.01114563000,Nursery,,Nursery Database,Verified,null,,,,Pico Rivera,CA,90660
399,Khiem Doan,4520 Ivar Avenue,-118.07480625000,34.08656063000,Nursery,,Nursery Database,Verified,null,,,,Rosemead,CA,91770
400,A And R Nursery,7950 Graves Avenue,-118.09524174000,34.05466295000,Nursery,,Nursery Database,Verified,null,,,,Rosemead,CA,91770
401,Kimura Wholesale Bonsai And Landscape Nursery,17230 Roscoe Boulevard,-118.50862925000,34.22111296000,Nursery,,Nursery Database,Verified,null,,,,Northridge,CA,91325
402,"Abc Nursery, Incorporated",6800 Darwell Avenue,-118.15345508000,33.96901098000,Nursery,,Nursery Database,Verified,null,,,,Bell Gardens,CA,90201
403,Moon Valley Nurseries Of California,2100 Greenwood Ave,-118.10820025000,34.03950272000,Nursery,,Nursery Database,Verified,null,,,,Monterey Park,CA,91755
404,"Abc Nursery, Incorporated",20200 Studebaker,-118.09880563000,33.84742868000,Nursery,,Nursery Database,Verified,null,,,,Cerritos,CA,90703
405,Moon Valley Nurseries Of California,11745 Sherman Way,-118.38926199000,34.20122970000,Nursery,,Nursery Database,Verified,null,,,,North Hollywood,CA,91605
406,"Abc Nursery, Incorporated",424 East Gardena Blvd,-118.26814860000,33.88221343000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90248
407,Elm Avenue Community Garden,44748 Elm Ave.,-118.14169663000,34.69577580000,Community Garden,,VFG-LA,Verified,null,,,,Lancaster,CA,93534
408,El Cariso Mountain Community Garden,13100 Hubbard St.,-118.41830958000,34.31803880000,Community Garden,,VFG-LA,Verified,null,,,,Sylmar,CA,91342
409,Js Nursery,6202 Ashworth Street,-118.12073207000,33.86794518000,Nursery,,Nursery Database,Verified,null,,,,Lakewood,CA,90713
410,Emerson Avenue Community Garden,8050 Emerson Ave.,-118.40492235000,33.96708731000,Community Garden,,Site Survey,Verified,null,Dorothy Stone 310-337-0827 eacgc@yahoo.com,,,Los Angeles,CA,90045
411,Juarez Nursery,6375 Wheeler Ave,-117.77302563000,34.13674607000,Nursery,,Nursery Database,Verified,null,,,,La Verne,CA,91750
412,Legacy Cork Oaks,14620 E. Edgeridge Drive,-117.99497947000,33.99870394000,Nursery,,Nursery Database,Verified,null,,,,Hacienda Heights,CA,91745
413,"Abc Nursery, Incorporated",18601 Yukon Avenue,-118.33516851000,33.86157006000,Nursery,,Nursery Database,Verified,null,,,,Torrance,CA,90504
414,Libby P. Li,725 South 6th Street,-118.12941205000,34.08456059000,Nursery,,Nursery Database,Verified,null,,,,Alhambra,CA,91801
415,"Acosta Growers, Incorporated.",5359 Citrus Avenue,-117.89020839000,34.11412201000,Nursery,,Nursery Database,Verified,null,,,,Azusa,CA,91702
416,"Acosta Growers, Incorporated.",669 South Azusa Avenue,-117.90775980000,34.11083747000,Nursery,,Nursery Database,Verified,null,,,,Azusa,CA,91702
417,Littlerock Tree Farm,35803 77th Street East,-117.99256247000,34.53170083000,Nursery,,Nursery Database,Verified,null,,,,Littlerock,CA,93543
418,"Acosta Growers, Incorporated.",1050 East Gladstone,-117.88432150000,34.11404193000,Nursery,,Nursery Database,Verified,null,,,,Azusa,CA,91702
419,Logan'S Nursery,1646 McCollum Place,-118.26548721000,34.08712388000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90026
420,"Acosta Growers, Incorporated.",2458 Charlotte Avenue,-118.08824820000,34.05608590000,Nursery,,Nursery Database,Verified,null,,,,Rosemead,CA,91770
421,"Lomita Plant Growers, Inc",835 East Lomita Boulevard,-118.25953583000,33.79942568000,Nursery,,Nursery Database,Verified,null,,,,Wilmington,CA,90744
422,"Acosta Growers, Incorporated.",2657 Delta Avenue,-118.08632507000,34.06009631000,Nursery,,Nursery Database,Verified,null,,,,Rosemead,CA,91770
423,New West Growers Incorporated,110 West Greenleaf Avenue,-118.20155567000,33.89533372000,Nursery,,Nursery Database,Verified,null,,,,Compton,CA,90221
424,"Armstrong Garden Centers, Incorporated",5816 San Fernando Road,-118.27811103000,34.15756232000,Nursery,,Nursery Database,Verified,null,,,,Glendale,CA,91203
425,New West Growers Incorporated,708 East Greenleaf,-118.21525220000,33.88121557000,Nursery,,Nursery Database,Verified,null,,,,Compton,CA,90221
426,"Armstrong Garden Centers, Incorporated",1350 East Route 66,-117.84007861000,34.12874314000,Nursery,,Nursery Database,Verified,null,,,,Glendora,CA,91740
427,La Crescenta Nursery,3654 La Crescenta Avenue,-118.24001643000,34.20660456000,Nursery,,Nursery Database,Verified,null,,,,Glendale,CA,91208
428,"Abc Nursery, Incorporated",6221 Clark Avenue,-118.13376479000,33.85805795000,Nursery,,Nursery Database,Verified,null,,,,Lakewood,CA,90702
429,La Sanchez,16525 Circle Hill Lane,-117.95020901000,33.98572573000,Nursery,,Nursery Database,Verified,null,,,,Hacienda Heights,CA,91745
430,"Abc Nursery, Incorporated",7132 Somerset,-118.17459507000,33.89628270000,Nursery,,Nursery Database,Verified,null,,,,Paramount,CA,90723
431,Lopez Nursery,11763 Rialto Street,-118.38891633000,34.22830422000,Nursery,,Nursery Database,Verified,null,,,,Sun Valley,CA,91352
432,"Armstrong Garden Centers, Incorporated",635 West Huntington Drive,-118.01355000000,34.14036804000,Nursery,,Nursery Database,Verified,null,,,,Monrovia,CA,91016
433,Lucky Plants Nursery,17715 Amie Ave.,-118.34821731000,33.86971866000,Nursery,,Nursery Database,Verified,null,,,,Torrance,CA,90504
434,"Armstrong Garden Centers, Incorporated",12920 Magnolia Boulevard,-118.37128035000,34.16488378000,Nursery,,Nursery Database,Verified,null,,,,North Hollywood,CA,91605
435,"Armstrong Garden Centers, Incorporated",352 East Glenarm Street,-118.14289945000,34.12754265000,Nursery,,Nursery Database,Verified,null,,,,Pasadena,CA,91106
436,"Lucky Tree, Incorporated",2147 Desire Avenue,-117.89381958000,33.98023953000,Nursery,,Nursery Database,Verified,null,,,,Rowland Heights,CA,91748
437,"Norman'S Nursery, Incorporated",8545 East Broadway Avenue North,-118.09338192000,34.08810813000,Nursery,,Nursery Database,Verified,null,,,,San Gabriel,CA,91776
438,"Norman'S Nursery, Incorporated",8665 East Duarte Road South,-118.08346701000,34.11625722000,Nursery,,Nursery Database,Verified,null,,,,San Gabriel,CA,91775
439,"Armstrong Garden Centers, Incorporated",25255 Crenshaw Boulevard,-118.32968554000,33.79438215000,Nursery,,Nursery Database,Verified,null,,,,Torrance,CA,90505
440,"Norman'S Nursery, Incorporated",1601 North Loma Avenue,-118.06860305000,34.04215862000,Nursery,,Nursery Database,Verified,null,,,,South El Monte,CA,91733
441,"Armstrong Garden Centers, Incorporated",7540 South Sepulveda Boulevard,-118.39476201000,33.97228331000,Nursery,,Nursery Database,Verified,null,,,,Westchester,CA,90045
442,Macias Nursery Company,15594 Bledsoe Street,-118.47115053000,34.30002050000,Nursery,,Nursery Database,Verified,null,,,,Sylmar,CA,91342
443,Ayon Nursery,16448 Halliburton Road,-117.94987794000,33.99458928000,Nursery,,Nursery Database,Verified,null,,,,Hacienda Heights,CA,91745
444,Magic Growers,2795 Eaton Canyon Drive,-118.09315492000,34.17445305000,Nursery,,Nursery Database,Verified,null,,,,Pasadena,CA,91107
445,Ayon Nursery,7044 Long Beach Boulevard,-118.20473621000,33.88102244000,Nursery,,Nursery Database,Verified,null,,,,Long Beach,CA,90805
446,"Armstrong Garden Centers, Incorporated",1515 Foothill Boulevard,-118.21071758000,34.20929575000,Nursery,,Nursery Database,Verified,null,,,,La Canada,CA,91011
447,Louis Tran Dba Tran Nurseries,3612 Marybeth Avenue,-118.06117666000,34.07495321000,Nursery,,Nursery Database,Verified,null,,,,Rosemead,CA,91770
448,"Armstrong Garden Centers, Incorporated",3842 East 10th Street,-118.14683891000,33.77891336000,Nursery,,Nursery Database,Verified,null,,,,Long Beach,CA,90804
449,Lucky Plants,902 East Sepulveda Boulevard,-118.25749730000,33.80837023000,Nursery,,Nursery Database,Verified,null,,,,Carson,CA,90745
450,Martinez Nursery,5761 Ashworth,-118.11958056000,33.86797985000,Nursery,,Nursery Database,Verified,null,,,,Lakewood,CA,90713
451,"A.Y. Nursery, Incorporated",10115 South Garfield Avenue,-118.16738073000,33.93834004000,Nursery,,Nursery Database,Verified,null,,,,South Gate,CA,90280
452,"Boething Treeland Farms, Incorporated",16029 East Avenue R,-117.84354502000,34.57256928000,Nursery,,Nursery Database,Verified,null,,,,Llano,CA,93544
453,Boulevard Greenhouse,709 East Baseline Road,-117.79360624000,34.12117425000,Nursery,,Nursery Database,Verified,null,,,,San Dimas,CA,91773
454,Boulevard Greenhouse,1143 South San Gabriel Boulevard,-118.09085314000,34.08644058000,Nursery,,Nursery Database,Verified,null,,,,San Gabriel,CA,91776
455,Abeja Nursery,18601 Ermanita Avenue,-118.33252145000,33.86186272000,Nursery,,Nursery Database,Verified,null,,,,Torrance,CA,90504
456,Calscape Growers,1969 0akwood Street,-118.12187205000,34.16912031000,Nursery,,Nursery Database,Verified,null,,,,Pasadena,CA,91104
457,Cazares Nursery,15722 Butler,-118.20155567000,33.89533372000,Nursery,,Nursery Database,Verified,null,,,,Compton,CA,90221
458,Centenos Nursery And Landscaping,17514 South Figueroa,-118.28163225000,33.87169858000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90248
459,Centenos Nursery And Landscaping,17600 South Western Avenue,-118.30913202000,33.87102186000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90248
460,Acton Nursery Landscape,3324 Soledad Canyon Rd.,-118.19679083000,34.46613828000,Nursery,,Nursery Database,Verified,null,,,,Soledad,CA,93510
461,Afb Enterprise Inc Dba Greenshower Nursery,2320 Desire Avenue,-117.89286852000,33.97776163000,Nursery,,Nursery Database,Verified,null,,,,Rowland Heights,CA,91748
462,Mel-O-Dee Garden Center,21333 Devonshire Street,-118.59640926000,34.25726857000,Nursery,,Nursery Database,Verified,null,,,,Chatsworth,CA,91311
463,Mezcala Nursery,6901 Orange Avenue,-118.17745039000,33.87890565000,Nursery,,Nursery Database,Verified,null,,,,Long Beach,CA,90805
464,Olympic High,721 Ocean Park Blvd,-118.47688462000,34.00666618000,School Garden,High School,2015 Master Gardeners List,Verified,null,,,,Santa Monica,CA,90405
465,"Malibu Coast, Incorporated",2468 Troutdale Drive,-118.78125030000,34.11838283000,Nursery,,Nursery Database,Verified,null,,,,Agoura Hills,CA,91301
466,A.J. Nursery,1600 South Wilmington Avenue,-118.23651855000,33.88064574000,Nursery,,Nursery Database,Verified,null,,,,Compton,CA,90220
467,Mariposa Garden,6664 South Street,-118.10493190000,33.85828138000,Nursery,,Nursery Database,Verified,null,,,,Lakewood,CA,90713
468,A.V. Gardens And Turf,35906 85th Street,-117.97925328000,34.53388610000,Nursery,,Nursery Database,Verified,null,,,,Littlerock,CA,93543
469,Miyako Nursery,552 W 140 St,-118.32460302000,33.90451389000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90248
470,Portola Middle,5250 Crebs Avenue,-118.54459161000,34.16599406000,School Garden,Middle School,2015 Master Gardeners List,Verified,null,,,,Tarzana,CA,91356
471,"Okada Nursery, Incorporated",18715 South Western Avenue,-118.30920026000,33.86064819000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90248
472,Rancho Vista Elementary,4323 Palos Verdes Drive North,-118.35715388000,33.78615068000,School Garden,Elementary,2015 Master Gardeners List,Verified,null,,,,Rancho Palos Verdes,CA,90274
473,"Okada Nursery, Incorporated",6229 Bellflower Boulevard,-118.12524819000,33.86826661000,Nursery,,Nursery Database,Verified,null,,,,Lakewood,CA,90713
474,Riverside Drive Charter,13061 Riverside Drive,-118.41723964000,34.15765854000,School Garden,Elementary,2015 Master Gardeners List,Verified,null,,,,Sherman Oaks,CA,91423
475,"Moneta Nursery, Incorporated",13633 South Vermont Avenue,-118.29196251000,33.90748075000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90247
476,Robert Stevenson Elementary,3333 Oak Street,-118.29706972000,34.19283173000,School Garden,Elementary,2015 Master Gardeners List,Verified,null,,,,Burbank,CA,91501
477,Monica Nursery,266 Cloverleaf Drive,-118.00232071000,34.05863596000,Nursery,,Nursery Database,Verified,null,,,,Baldwin Park,CA,91706
478,Rolling Hills Preparatory School,1 Rolling Hills Prep Way┬á┬á,-118.30154480000,33.77993947000,School Garden,"Middle School, High School",2015 Master Gardeners List,Verified,null,,,,San Pedro,CA,90732
479,Monrovia Growers / Attn: Teresa Rodriquez,18331 East Foothill Boulevard,-117.89196602000,34.13349647000,Nursery,,Nursery Database,Verified,null,,,,Azusa,CA,91702
480,Roosevelt Elementary,700 N Bradfield,-118.20404633000,33.90030428000,School Garden,Elementary,2015 Master Gardeners List,Verified,null,,,,Compton,CA,90221
481,Moringa Farms Inc,17446 Cohasset Street,-118.51338924000,34.20682368000,Nursery,,Nursery Database,Verified,null,,,,Van Nuys,CA,91406
482,Rosa Parks Elementary,3898 Agnes Avenue,-118.20184298000,33.91718697000,School Garden,Elementary,2015 Master Gardeners List,Verified,null,,,,Lynwood,CA,90262
483,Moss Factory,1895 262nd Street,-118.31246984000,33.78522815000,Nursery,,Nursery Database,Verified,null,,,,Lomita,CA,90717
484,Pacifica Montessori,6585 Green Valley Circle,-118.38555043000,33.97889054000,School Garden,Elementary,2015 Master Gardeners List,Verified,null,,,,Culver City,CA,90230
485,Milo'S Plants 2 U,33650 Sierra Vallejo Road,-118.35302646000,34.51194177000,Nursery,,Nursery Database,Verified,null,,,,Canyon Country,CA,91390
486,"Mimosa Nursery, La",6270 Allston Street,-118.13676998000,34.01520644000,Nursery,,Nursery Database,Verified,null,,,,East Los Angeles,CA,90022
487,Playa Del Rey Elementary,12221 Juniette St,-118.40967541000,33.98200412000,School Garden,Elementary,2015 Master Gardeners List,Verified,null,,,,Culver City,CA,90230
488,N.K. Nursery,780 South Stimson Avenue,-117.95449632000,34.01190673000,Nursery,,Nursery Database,Verified,null,,,,City Of Industry,CA,91745
489,Schurr High,820 North Wilcox Avenue,-118.12439944000,34.02915001000,School Garden,High School,2015 Master Gardeners List,Verified,null,,,,Montebello,CA,90640
490,Nagel Landscape Nursery,6432 Busch Drive,-118.81858658000,34.01817139000,Nursery,,Nursery Database,Verified,null,,,,Malibu,CA,90265
491,"Nakayama Nursery, Incorporated",1341 West 141st Street,-118.29969614000,33.90380132000,Nursery,,Nursery Database,Verified,null,,,,Gardena,CA,90247
492,St. Cornelius School,3300 N Bellflower Blvd,-118.12499589000,33.81805037000,School Garden,K-8,2015 Master Gardeners List,Verified,null,,,,Long Beach,CA,90808
493,Neighborhood Garden Succulent Nursery,1924 N. Van Ness Ave,-118.31581605000,34.10603997000,Nursery,,Nursery Database,Verified,null,,,,Los Angeles,CA,90068
494,St. Paul'S Elementary,11330 McCormick Street,-118.37819004000,34.16591275000,School Garden,Elementary,2015 Master Gardeners List,Verified,null,,,,North Hollywood,CA,91601
495,Orchid Garden,2506 Ardmore Avenue,-118.39820436000,33.87233798000,Nursery,,Nursery Database,Verified,null,,,,Hermosa Beach,CA,90254
496,St. Stephen'S Episcopal Church,6125 Carlos Avenue,-118.32325907000,34.10284761000,School Garden,Headstart,2015 Master Gardeners List,Verified,null,,,,Hollywood,CA,90028
497,Nick'S Nursery,11800 Roscoe Boulevard,-118.39095871000,34.22159709000,Nursery,,Nursery Database,Verified,null,,,,Sun Valley,CA,91352
498,Stars Tutoring,1480 East Washington Blvd.┬á,-118.12006145000,34.16905682000,School Garden,Elementary,2015 Master Gardeners List,Verified,null,,,,Pasadena,CA,91104
499,Pansy Corporation,9433 Lemon Avenue,-118.06607301000,34.11700752000,Nursery,,Nursery Database,Verified,null,,,,Temple City,CA,91780
500,Sycamore School,3504 Las Flores Canyon Road,-118.63900903000,34.04575110000,School Garden,Elementary,2015 Master Gardeners List,Verified,null,,,,Malibu,CA,90265
501,"Nuccio'S Nurseries, Incorporated",3555 Chaney Trail,-118.14870257000,34.20560105000,Nursery,,Nursery Database,Verified,null,,,,Altadena,CA,91001
502,Sylmar High,13050 Borden Ave.,-118.44282835000,34.30725459000,School Garden,High School,2015 Master Gardeners List,Verified,null,,,,Sylmar,CA,91342
503,Mount San Antonio College,1100 North Grand Avenue,-117.84770927000,34.04315199000,Nursery,,Nursery Database,Verified,null,,,,Walnut,CA,91789
